repo,module,language,snapshot_date,class_fqn,loc,cyclomatic_complexity,wmc,dit,noc,cbo,rfc,lcom,fan_in,fan_out,code_smells,num_commits_30d,added_loc_30d,deleted_loc_30d,num_authors_30d,days_since_last_change,bugfix_commits_90d,issues_90d,line_coverage_pct,branch_coverage_pct,mutation_score_pct,tests_failed_30d,flaky_rate,defect_next_30d,defect_count_next_30d,defect_probability_latent
repo_alpha,service,Java,2025-09-17,com.ocp.platform.service.Class0017,243,4.85,3.75,2,0,4.57,10.62,0.39,0,1,0,3,9,2,0,165,0,0,70.61,79.4,61.09,1,0.0418,0,0,0.00571
repo_alpha,utils,Java,2025-05-26,com.ocp.platform.utils.Class0038,276,6.05,11.95,5,3,5.55,15.73,1.34,1,2,2,5,20,16,0,105,0,1,69.86,69.41,52.35,1,0.0475,0,0,0.04076
repo_alpha,service,Java,2024-11-16,com.ocp.transport.service.Class0081,252,3.91,2.14,6,1,0.75,3.04,1.68,0,0,0,7,21,31,0,7,4,2,75.57,68.07,72.32,0,,0,0,0.01008
repo_beta,utils,Java,2024-01-03,com.ocp.platform.utils.Class0033,72,4.67,1.82,4,0,0.0,15.29,0.0,0,1,1,3,3,3,2,123,0,0,76.85,65.31,,0,0.1454,0,0,0.01433
repo_beta,service,Java,2025-07-05,com.ocp.platform.service.Class0083,225,4.72,1.0,3,0,0.0,20.28,3.18,1,0,0,9,26,22,2,0,4,3,85.03,83.38,71.37,1,0.0025,0,0,0.01481
repo_gamma,api,Java,2024-06-10,com.ocp.api.Class0119,123,4.95,5.68,3,0,3.01,3.22,3.31,5,0,0,5,6,6,0,160,1,0,76.19,72.41,58.39,1,0.069,0,0,0.02051
repo_beta,integration,Java,2024-07-28,com.ocp.integration.Class0215,325,3.39,3.13,2,1,1.94,4.93,2.68,2,2,2,3,10,8,1,97,0,0,79.0,60.02,66.86,2,0.0294,0,1,0.01755
repo_beta,integration,Java,2024-10-11,com.ocp.transport.integration.Class0093,428,9.16,11.0,3,0,1.51,21.9,3.0,2,3,4,2,10,6,1,162,0,1,54.25,47.98,35.96,4,0.059,0,0,0.02108
repo_beta,service,Java,2024-10-24,com.ocp.transport.service.Class0023,219,2.32,1.0,5,1,0.0,1.0,0.06,0,0,1,13,24,28,3,139,1,1,61.19,61.99,56.73,0,0.1969,0,0,0.00641
repo_alpha,core,Java,2024-01-12,com.ocp.transport.core.Class0177,83,2.59,1.09,6,2,4.15,19.98,4.71,0,2,2,6,8,8,0,120,2,1,,66.84,57.35,2,0.0069,0,1,0.0221
repo_beta,utils,Java,2024-04-11,com.ocp.transport.utils.Class0171,69,1.0,5.66,5,2,1.36,16.22,0.0,3,0,0,8,8,1,1,37,0,0,74.81,72.58,41.75,0,0.0353,0,0,0.00139
repo_gamma,service,Java,2024-04-04,com.ocp.service.Class0024,76,3.34,3.63,3,1,0.0,1.0,0.0,1,2,0,0,5,1,0,122,0,0,71.84,,52.79,1,0.0919,0,0,0.03389
repo_alpha,core,Java,2025-10-08,com.ocp.transport.core.Class0163,231,4.3,3.76,5,1,3.47,7.27,3.74,3,1,0,18,28,26,4,27,2,4,66.31,63.67,,2,0.0604,0,0,0.0334
repo_beta,integration,Java,2024-05-22,com.ocp.platform.integration.Class0088,302,4.46,6.41,3,1,1.73,25.16,0.65,1,1,5,7,37,36,0,113,0,0,80.74,65.28,,0,0.0336,0,0,0.00606
repo_gamma,service,Java,2024-02-20,com.ocp.service.Class0209,769,12.6,11.71,6,1,0.77,2.36,0.45,3,2,2,3,23,30,0,157,0,0,45.42,,56.84,2,0.0533,0,0,0.01655
repo_beta,utils,Java,2024-05-20,com.ocp.quality.utils.Class0080,222,7.6,11.7,5,2,1.9,10.16,2.68,3,4,0,3,11,10,0,99,2,2,73.56,86.26,61.34,0,0.069,0,0,0.00925
repo_beta,api,Java,2025-11-01,com.ocp.transport.api.Class0182,178,5.13,8.61,1,0,0.0,1.0,0.52,0,0,4,2,6,2,1,169,0,1,76.2,74.66,,1,0.1044,0,0,0.01441
repo_beta,data,Java,2025-11-16,com.ocp.transport.data.Class0129,78,1.0,1.0,6,1,3.88,11.99,0.0,0,0,0,9,5,8,2,135,1,1,43.23,50.45,0.0,2,0.0495,0,0,0.03773
repo_gamma,core,Java,2025-10-23,com.ocp.quality.core.Class0069,456,7.1,1.0,5,1,1.92,5.7,4.54,2,2,3,5,38,31,2,142,0,1,74.31,73.38,60.11,1,0.0087,0,0,0.0042
repo_beta,utils,Java,2025-11-08,com.ocp.utils.Class0076,473,8.03,9.56,1,0,3.04,1.0,5.61,2,1,3,4,32,26,0,120,3,3,,64.5,61.23,1,0.0269,0,0,0.02736
repo_gamma,data,Java,2025-08-24,com.ocp.platform.data.Class0022,279,5.87,8.71,4,0,0.0,25.33,0.61,3,1,0,10,46,34,1,80,0,0,48.69,51.38,,2,0.0814,0,0,0.08357
repo_alpha,data,Java,2024-11-25,com.ocp.quality.data.Class0210,207,2.48,4.77,4,0,0.0,14.81,0.0,0,0,2,3,15,8,0,163,0,1,58.42,58.95,42.96,2,0.0213,0,0,0.00779
repo_beta,service,Java,2024-05-22,com.ocp.quality.service.Class0128,104,3.65,1.0,3,0,4.75,1.0,0.0,4,1,0,1,5,3,0,33,0,2,71.91,45.85,,0,0.0225,0,0,0.0114
repo_gamma,core,Java,2024-01-22,com.ocp.transport.core.Class0084,92,1.0,1.0,1,0,4.08,1.0,2.6,2,2,0,13,5,8,0,45,1,0,98.91,,74.78,0,0.0235,0,0,0.0134
repo_alpha,utils,Java,2024-07-09,com.ocp.platform.utils.Class0070,170,3.8,1.95,2,0,1.41,14.15,2.88,4,2,1,0,1,1,0,100,0,0,68.66,75.5,49.2,1,0.0693,0,0,0.00999
repo_alpha,api,Java,2025-02-17,com.ocp.platform.api.Class0008,203,2.2,2.65,1,0,0.97,1.0,2.69,0,1,2,5,5,8,3,33,1,0,,70.77,65.4,3,,0,0,0.00547
repo_gamma,core,Java,2025-12-09,com.ocp.quality.core.Class0177,44,2.72,2.92,5,2,0.99,5.78,0.1,1,1,1,2,1,0,0,39,2,1,81.34,78.78,76.35,1,0.0958,0,0,0.00739
repo_beta,core,Kotlin,2024-04-25,com.ocp.transport.core.Class0005,213,4.02,2.29,4,2,1.12,1.0,0.0,3,1,3,3,4,3,1,78,1,1,,66.96,63.05,2,0.0354,0,0,0.01101
repo_gamma,core,Java,2025-09-23,com.ocp.platform.core.Class0133,117,3.53,4.64,3,0,1.56,3.15,2.14,0,0,0,8,2,0,1,3,0,1,64.37,53.51,66.98,1,0.0901,0,0,0.00724
repo_beta,integration,Java,2025-02-16,com.ocp.transport.integration.Class0093,344,8.29,1.0,6,2,1.81,20.17,3.12,2,2,0,1,9,6,0,28,0,0,69.3,57.69,,0,0.002,0,0,0.02573
repo_gamma,service,Java,2024-10-27,com.ocp.platform.service.Class0204,159,4.51,1.29,6,1,2.02,14.78,0.0,0,0,0,8,11,13,0,8,2,1,59.71,,47.22,0,0.0607,0,0,0.03374
repo_beta,data,Java,2025-02-06,com.ocp.data.Class0145,324,4.62,5.63,2,0,0.0,1.0,1.69,2,0,0,4,28,21,1,132,1,1,78.07,53.12,64.92,1,0.0444,0,0,0.00917
repo_gamma,integration,Java,2024-08-12,com.ocp.quality.integration.Class0055,341,6.47,6.94,4,0,4.66,15.95,4.31,2,1,0,16,43,46,2,36,1,0,74.81,71.34,56.48,5,0.0682,0,0,0.00352
repo_beta,data,Java,2024-01-17,com.ocp.platform.data.Class0114,198,4.77,9.29,6,2,3.46,18.64,1.51,2,0,2,6,17,10,0,62,0,1,66.69,73.61,50.13,2,,0,0,0.01666
repo_alpha,api,Java,2024-12-14,com.ocp.transport.api.Class0089,100,5.86,10.27,6,3,1.01,1.0,0.12,0,2,0,9,7,7,2,0,4,1,63.07,,58.12,0,,0,0,0.01092
repo_alpha,core,Java,2025-08-07,com.ocp.quality.core.Class0014,97,1.0,1.25,5,2,0.76,7.67,2.72,0,2,0,6,7,3,2,47,3,0,83.3,59.89,58.23,0,0.0219,0,0,0.00405
repo_beta,utils,Java,2025-05-20,com.ocp.platform.utils.Class0115,154,4.35,5.65,4,0,0.0,1.0,0.0,0,0,0,1,9,3,0,0,0,0,80.24,72.19,54.48,0,0.0643,0,0,0.00863
repo_alpha,data,Java,2024-04-22,com.ocp.data.Class0062,142,3.36,1.0,4,0,0.0,1.0,0.5,0,0,0,7,18,13,2,130,2,1,66.93,65.18,48.82,3,0.0991,0,0,0.00641
repo_gamma,data,Java,2024-08-17,com.ocp.platform.data.Class0038,152,5.18,6.71,5,3,0.9,1.0,0.0,1,1,2,2,0,0,2,130,1,0,,57.99,55.68,1,0.0788,0,0,0.02705
repo_alpha,api,Java,2024-10-01,com.ocp.quality.api.Class0132,475,10.86,13.42,3,2,2.98,1.0,2.46,1,2,1,10,39,39,1,23,1,1,72.09,57.55,64.55,0,,0,0,0.01393
repo_alpha,utils,Java,2025-04-27,com.ocp.platform.utils.Class0038,314,3.55,7.9,5,1,0.0,5.77,2.18,0,0,0,1,23,22,0,12,0,0,76.66,73.79,65.02,0,0.1002,0,0,0.0134
repo_gamma,data,Java,2024-07-10,com.ocp.data.Class0174,365,6.81,11.85,2,0,1.88,8.38,1.18,1,1,2,0,9,7,0,11,0,2,66.31,50.96,54.27,2,0.0031,0,0,0.01451
repo_gamma,service,Java,2024-05-05,com.ocp.platform.service.Class0124,96,8.82,5.57,2,0,4.07,17.31,1.6,0,1,1,5,2,4,2,132,0,0,74.18,60.72,62.33,2,0.0335,0,0,0.00625
repo_gamma,core,Java,2024-02-21,com.ocp.core.Class0107,87,2.18,1.0,3,0,4.06,4.32,0.0,1,0,0,1,1,3,1,83,0,1,59.26,38.84,33.25,2,0.0672,0,0,0.03109
repo_gamma,service,Java,2024-02-26,com.ocp.transport.service.Class0161,328,4.5,12.46,5,1,3.28,19.0,3.44,1,2,0,11,42,28,1,18,2,0,63.26,,,2,0.0589,0,0,0.00909
repo_beta,service,Java,2025-03-02,com.ocp.quality.service.Class0042,831,9.79,5.63,6,2,0.56,9.97,2.75,0,0,6,3,24,20,0,48,0,2,,39.46,,0,0.2804,0,0,0.01217
repo_gamma,data,Java,2025-05-02,com.ocp.transport.data.Class0072,157,1.81,1.0,5,2,2.77,1.0,2.3,2,0,0,11,22,18,3,3,2,3,90.65,77.1,95.21,0,0.0936,0,0,0.01099
repo_alpha,utils,Java,2025-01-31,com.ocp.transport.utils.Class0067,153,1.0,3.92,1,0,0.0,15.92,0.0,4,3,1,6,7,10,0,10,0,0,70.56,70.38,68.34,1,0.0971,0,0,0.00554
repo_alpha,service,Java,2025-03-17,com.ocp.platform.service.Class0135,423,7.17,7.57,5,1,0.0,1.0,5.44,1,0,1,1,8,13,0,41,0,0,80.73,84.8,63.43,0,0.0212,0,0,0.00721
repo_gamma,api,Java,2025-05-01,com.ocp.platform.api.Class0220,248,3.11,7.63,6,2,0.0,21.68,0.02,1,0,1,8,37,27,1,124,1,0,79.33,55.85,45.51,1,0.0383,0,0,0.00808
repo_beta,utils,Java,2024-10-12,com.ocp.utils.Class0053,70,1.76,2.28,3,1,0.28,1.0,0.32,1,0,0,1,1,2,0,135,0,0,87.03,80.0,65.2,0,0.0112,0,0,0.00571
repo_gamma,service,Java,2024-03-02,com.ocp.service.Class0032,112,6.01,1.0,6,1,0.17,1.0,0.0,1,1,1,3,4,8,0,125,0,1,,57.25,60.89,1,0.1572,0,0,0.0072
repo_beta,data,Java,2024-02-10,com.ocp.quality.data.Class0210,224,3.42,1.0,3,2,0.0,1.0,1.37,0,1,2,1,4,6,0,111,0,0,80.62,88.63,51.41,2,0.0658,0,0,0.01007
repo_beta,utils,Java,2024-09-08,com.ocp.utils.Class0168,327,6.12,5.98,6,2,5.86,10.64,1.21,0,0,1,3,18,15,0,144,0,2,65.84,65.07,65.2,2,0.0645,0,0,0.02571
repo_gamma,core,Java,2025-12-10,com.ocp.quality.core.Class0137,459,5.44,7.96,4,0,3.67,9.63,0.0,0,0,3,2,12,14,1,12,1,1,62.17,59.98,,2,0.109,0,0,0.01109
repo_beta,data,Java,2024-03-26,com.ocp.platform.data.Class0185,416,8.87,11.27,1,1,5.76,15.75,0.0,1,2,2,6,14,9,0,42,0,0,63.28,63.51,72.24,0,0.0714,0,0,0.01449
repo_beta,data,Java,2025-02-01,com.ocp.transport.data.Class0155,187,6.02,6.74,4,0,0.0,1.52,1.28,0,1,0,3,16,8,0,94,0,2,75.37,76.81,,2,,0,0,0.00538
repo_beta,service,Java,2024-07-02,com.ocp.service.Class0148,306,6.27,10.75,5,1,0.0,11.3,4.47,1,1,0,14,31,38,1,147,3,2,70.77,54.03,51.92,1,0.2647,0,0,0.00679
repo_beta,utils,Java,2024-11-20,com.ocp.transport.utils.Class0091,149,3.67,5.8,4,0,0.0,1.0,0.0,2,0,0,14,22,14,3,50,2,1,69.11,67.49,,0,0.0491,0,0,0.01557
repo_beta,core,Java,2025-02-03,com.ocp.platform.core.Class0137,103,1.12,1.0,3,0,0.0,1.0,2.84,0,0,0,9,11,8,4,128,0,0,62.8,54.25,44.29,0,0.0554,0,0,0.00585
repo_beta,core,Java,2024-03-28,com.ocp.core.Class0073,152,1.96,3.39,1,0,2.12,5.78,0.3,1,1,3,4,17,17,1,151,1,1,61.57,,35.53,2,0.0677,0,0,0.01147
repo_alpha,service,Java,2025-12-04,com.ocp.transport.service.Class0058,414,7.34,9.91,4,0,0.62,3.64,0.0,0,1,0,14,56,43,1,82,0,2,60.81,59.89,48.6,1,0.1166,0,0,0.00774
repo_alpha,data,Java,2025-01-12,com.ocp.transport.data.Class0043,42,1.0,5.39,6,2,0.0,1.0,0.0,4,0,1,4,3,1,1,72,1,1,68.71,,36.97,1,0.1044,0,0,0.00223
repo_beta,data,Java,2024-01-18,com.ocp.platform.data.Class0159,35,3.57,4.14,1,0,0.0,5.63,1.06,1,1,0,5,4,1,0,139,2,2,72.83,70.79,,2,0.0327,0,0,0.01092
repo_alpha,api,Java,2025-10-25,com.ocp.platform.api.Class0169,386,8.15,11.38,2,1,0.49,15.91,1.48,0,2,4,6,19,29,1,129,1,3,82.06,67.28,71.78,1,,0,0,0.00353
repo_gamma,utils,Java,2024-01-06,com.ocp.platform.utils.Class0005,265,4.81,4.56,4,1,1.82,11.51,0.0,0,1,0,0,4,2,0,36,0,0,81.41,62.64,,2,,0,0,0.01409
repo_gamma,service,Java,2025-09-28,com.ocp.platform.service.Class0116,101,4.06,6.08,3,0,0.0,3.9,0.0,2,1,0,1,2,2,1,147,0,0,73.35,,42.54,1,0.0561,0,0,0.0081
repo_gamma,core,Java,2025-07-20,com.ocp.quality.core.Class0153,154,4.12,1.05,4,0,0.0,7.41,0.0,1,0,2,3,19,12,0,47,0,1,65.49,47.76,65.57,1,0.0697,0,0,0.01498
repo_gamma,core,Java,2025-08-06,com.ocp.platform.core.Class0202,117,2.35,1.0,5,1,0.65,1.0,1.37,1,1,3,6,7,4,2,65,1,0,66.92,63.66,58.83,0,0.0402,0,0,0.00621
repo_alpha,utils,Java,2024-12-23,com.ocp.utils.Class0080,305,7.17,9.08,6,1,2.32,14.25,2.13,1,2,1,6,34,31,0,54,0,0,72.51,43.37,83.16,1,0.004,0,0,0.00798
repo_alpha,data,Java,2025-02-05,com.ocp.data.Class0065,51,2.66,3.37,2,0,0.0,1.0,0.3,0,1,0,14,7,4,1,18,2,2,79.05,65.82,63.7,1,0.1358,0,0,0.0019
repo_beta,utils,Java,2024-01-13,com.ocp.platform.utils.Class0106,39,2.5,1.0,3,0,1.96,1.0,0.55,2,1,0,0,1,1,1,166,0,0,78.87,,81.7,0,0.2802,0,0,0.01948
repo_alpha,utils,Java,2025-11-06,com.ocp.transport.utils.Class0134,332,2.95,6.77,3,1,0.0,1.0,2.7,0,1,0,2,19,9,1,9,0,1,78.27,77.92,61.11,1,0.4947,0,0,0.01855
repo_beta,data,Java,2024-01-18,com.ocp.quality.data.Class0212,130,7.01,5.26,4,1,0.0,3.5,1.12,0,0,2,1,4,7,0,173,0,1,70.22,61.33,,5,0.336,0,0,0.0114
repo_gamma,utils,Java,2025-11-01,com.ocp.platform.utils.Class0059,234,2.79,2.4,5,1,1.45,11.99,1.75,1,3,1,3,12,8,1,101,0,1,76.65,73.94,,3,0.0407,0,0,0.01019
repo_alpha,data,Java,2024-11-02,com.ocp.quality.data.Class0034,882,10.4,16.59,3,0,0.43,32.62,8.28,0,2,3,4,31,16,0,77,0,0,45.81,25.52,18.84,3,0.2148,0,0,0.05342
repo_gamma,service,Java,2024-06-06,com.ocp.transport.service.Class0120,167,4.02,10.24,6,1,1.64,20.78,0.29,1,1,0,11,11,12,3,7,0,0,69.48,61.45,64.84,1,0.0073,0,0,0.00254
repo_alpha,service,Java,2025-07-25,com.ocp.service.Class0115,117,2.42,1.3,2,0,0.0,2.28,0.0,2,0,0,1,3,2,0,43,0,1,90.23,70.0,,0,0.0128,0,0,0.00312
repo_beta,utils,Java,2025-07-05,com.ocp.quality.utils.Class0070,118,4.23,3.37,5,2,0.0,1.0,0.17,0,2,0,8,16,11,2,69,0,1,72.76,49.8,,1,0.1204,0,0,0.00369
repo_gamma,utils,Java,2024-07-16,com.ocp.utils.Class0127,309,6.75,7.25,2,0,0.0,16.49,0.0,0,1,3,8,27,18,2,0,2,1,,58.83,,1,0.0648,0,0,0.00853
repo_alpha,core,Java,2025-08-08,com.ocp.quality.core.Class0025,105,5.29,7.2,4,0,0.0,7.14,0.22,0,0,2,0,2,1,0,134,0,0,63.59,70.55,46.14,0,0.1316,0,0,0.01698
repo_gamma,core,Java,2024-04-03,com.ocp.quality.core.Class0008,192,8.27,1.18,6,2,3.95,7.76,0.0,2,0,3,5,15,11,2,99,1,1,64.06,67.31,49.71,0,0.0401,0,0,0.01179
repo_alpha,service,Java,2025-10-10,com.ocp.quality.service.Class0187,703,9.84,12.41,1,0,0.0,13.39,3.21,1,1,4,3,23,20,0,45,0,0,70.2,65.7,,0,0.0358,0,0,0.02167
repo_alpha,api,Java,2025-05-01,com.ocp.quality.api.Class0084,88,1.57,1.0,2,3,0.0,1.48,1.08,0,0,0,0,0,1,0,71,0,1,93.37,81.58,93.35,0,0.0332,0,0,0.00133
repo_beta,core,Java,2025-08-25,com.ocp.quality.core.Class0183,51,2.25,4.38,6,1,0.0,1.0,0.0,2,2,0,5,2,1,0,90,1,0,76.28,73.15,72.31,1,0.1013,0,0,0.01361
repo_beta,data,Java,2025-10-04,com.ocp.transport.data.Class0144,538,6.58,13.0,6,1,0.0,20.44,3.27,5,3,0,13,54,39,0,145,3,3,76.73,52.69,,0,0.0497,0,1,0.0145
repo_alpha,data,Java,2025-07-31,com.ocp.data.Class0062,126,4.41,1.37,6,1,0.0,9.5,1.54,1,1,2,14,13,15,2,60,1,0,67.69,49.27,49.39,0,0.0019,0,0,0.02322
repo_beta,data,Java,2025-11-12,com.ocp.quality.data.Class0212,151,4.18,8.83,5,1,0.0,17.17,0.0,1,1,3,5,9,6,1,45,2,1,72.09,52.24,41.9,0,0.0158,0,0,0.05773
repo_alpha,utils,Java,2025-10-07,com.ocp.quality.utils.Class0011,215,4.59,6.69,2,0,0.0,2.6,0.0,0,0,1,8,25,31,2,12,1,2,67.17,62.13,64.35,0,0.0221,0,0,0.00879
repo_beta,service,Java,2024-07-10,com.ocp.transport.service.Class0142,207,3.37,3.44,1,0,0.09,11.92,0.0,1,2,0,12,30,22,3,19,1,0,66.77,64.1,,2,0.0699,0,0,0.02522
repo_gamma,integration,Java,2025-04-22,com.ocp.integration.Class0157,267,8.81,5.51,6,1,0.0,1.0,2.47,1,0,6,5,13,11,0,145,1,3,76.67,60.52,59.04,0,0.0169,0,0,0.00879
repo_beta,service,Java,2024-10-15,com.ocp.quality.service.Class0098,197,5.34,4.86,4,1,2.58,1.0,2.71,0,1,0,3,10,5,0,37,0,2,80.51,85.46,64.02,0,,0,0,0.00356
repo_gamma,utils,Java,2025-04-19,com.ocp.quality.utils.Class0215,73,1.5,1.0,5,1,2.86,6.94,0.5,1,1,0,8,14,9,2,31,3,2,61.79,45.81,37.88,1,0.0611,0,0,0.03576
repo_alpha,utils,Kotlin,2025-05-24,com.ocp.quality.utils.Class0104,74,1.0,3.87,2,0,4.23,9.46,0.0,1,3,2,11,8,6,1,8,3,1,68.56,56.89,56.12,0,0.1711,0,0,0.0109
repo_beta,integration,Java,2025-09-23,com.ocp.platform.integration.Class0066,169,1.0,4.28,4,0,1.67,15.43,0.0,1,2,2,8,9,4,3,78,2,4,76.19,50.61,63.52,0,0.0639,0,1,0.00954
repo_alpha,utils,Java,2025-05-31,com.ocp.transport.utils.Class0122,110,3.65,1.0,6,1,0.0,1.0,2.57,2,2,0,4,0,1,0,165,1,0,73.67,56.51,,2,0.0282,0,0,0.00564
repo_beta,integration,Java,2025-04-07,com.ocp.transport.integration.Class0025,115,1.59,2.34,3,2,4.66,17.9,0.0,1,1,0,4,6,6,0,35,0,1,68.14,50.89,66.03,0,0.11,0,0,0.00674
repo_gamma,service,Java,2024-01-14,com.ocp.platform.service.Class0089,105,7.36,2.56,6,1,3.3,11.35,5.19,1,1,1,3,3,0,1,107,0,1,84.13,78.62,80.87,0,0.0781,0,1,0.02421
repo_gamma,api,Java,2024-01-18,com.ocp.quality.api.Class0155,686,9.91,5.18,2,1,0.0,15.34,1.49,2,1,0,0,25,13,0,165,0,0,76.4,62.13,65.85,1,0.0238,0,0,0.01142
repo_gamma,data,Java,2025-03-10,com.ocp.quality.data.Class0191,407,5.75,7.2,4,0,0.0,8.7,0.95,1,0,2,11,46,34,1,75,1,1,69.36,68.3,55.08,2,0.2064,0,0,0.03465
repo_alpha,integration,Java,2025-10-25,com.ocp.quality.integration.Class0064,63,3.72,1.0,5,1,0.89,7.46,2.81,1,1,0,1,2,2,0,138,0,0,61.0,66.35,25.96,2,0.0127,0,0,0.00747
repo_beta,service,Java,2025-06-07,com.ocp.platform.service.Class0188,442,8.12,6.21,1,0,1.15,23.55,5.06,1,3,2,3,26,16,0,126,0,1,82.74,76.77,61.98,2,0.0721,0,0,0.01527
repo_alpha,data,Kotlin,2024-12-15,com.ocp.quality.data.Class0009,263,3.65,3.02,2,2,0.0,5.59,0.74,1,3,0,10,20,17,0,26,1,0,65.75,,70.81,0,0.1389,0,0,0.01233
repo_gamma,service,Java,2024-05-01,com.ocp.transport.service.Class0161,348,5.95,2.62,6,1,1.07,1.0,1.61,0,0,4,10,42,30,3,76,2,3,73.72,,,0,0.0852,0,0,0.03152
repo_beta,core,Java,2024-06-06,com.ocp.platform.core.Class0094,508,6.79,9.46,4,0,0.0,31.97,1.62,2,3,2,4,25,29,0,124,0,0,67.71,67.98,60.46,0,0.0129,0,0,0.00615
repo_gamma,api,Java,2025-07-24,com.ocp.quality.api.Class0211,459,5.13,6.89,5,1,0.0,23.8,3.61,2,1,2,0,10,9,0,157,0,1,,51.39,39.32,2,0.1084,0,0,0.0493
repo_alpha,core,Java,2025-06-03,com.ocp.transport.core.Class0053,214,5.94,2.44,3,0,0.0,1.0,2.73,2,0,0,10,16,12,2,62,3,2,,59.64,60.12,0,0.2294,0,0,0.01489
repo_gamma,service,Kotlin,2025-10-23,com.ocp.quality.service.Class0035,921,11.15,14.93,6,2,0.91,17.27,2.65,1,1,1,4,64,59,1,112,0,1,51.88,46.86,43.01,1,0.1225,0,1,0.06474
repo_alpha,utils,Java,2025-01-21,com.ocp.quality.utils.Class0011,195,4.67,8.65,1,0,2.04,8.07,0.0,3,1,2,10,18,25,1,84,2,1,88.52,80.46,,1,0.1186,0,0,0.04333
repo_gamma,utils,Kotlin,2025-07-01,com.ocp.utils.Class0018,63,4.77,2.28,4,0,0.0,6.63,4.19,0,0,1,4,3,3,1,159,0,0,73.6,69.37,45.26,0,0.035,0,0,0.01687
repo_alpha,data,Java,2025-05-13,com.ocp.platform.data.Class0114,296,6.64,8.61,2,1,0.0,22.29,0.0,2,1,1,4,9,9,0,119,0,0,63.51,51.85,46.33,1,0.0204,0,0,0.01399
repo_alpha,core,Java,2025-04-18,com.ocp.core.Class0130,110,1.34,9.5,3,0,2.44,19.09,0.22,0,2,0,3,4,3,0,0,0,0,,80.73,86.21,0,0.0889,0,0,0.00811
repo_beta,integration,Java,2025-07-09,com.ocp.integration.Class0078,163,3.35,2.69,2,0,0.0,1.0,1.32,2,0,0,8,22,23,1,121,3,1,64.92,53.07,,0,0.056,0,0,0.01302
repo_alpha,service,Java,2025-11-08,com.ocp.service.Class0158,218,8.65,2.27,2,0,0.0,8.09,3.79,2,0,2,12,31,27,2,132,1,2,,,61.04,1,0.1231,0,0,0.00814
repo_alpha,integration,Java,2025-02-05,com.ocp.quality.integration.Class0202,235,6.12,4.78,4,1,0.46,1.0,3.55,2,0,0,7,32,21,1,153,1,0,83.87,91.06,81.42,0,0.0128,0,0,0.00418
repo_gamma,utils,Java,2024-12-01,com.ocp.utils.Class0041,147,1.0,1.0,2,1,0.0,8.37,0.3,1,1,1,3,4,5,1,69,0,0,82.46,75.27,59.61,0,0.0042,0,0,0.00473
repo_beta,utils,Java,2025-02-21,com.ocp.platform.utils.Class0026,646,3.28,7.97,4,0,1.53,9.1,1.58,1,2,2,11,54,60,3,46,2,1,53.89,48.86,30.91,4,0.1121,0,0,0.02899
repo_gamma,service,Java,2024-11-11,com.ocp.transport.service.Class0026,680,7.81,11.24,5,1,0.0,22.73,4.58,3,1,4,9,54,51,2,4,1,1,60.2,41.3,42.16,3,0.2006,0,0,0.02144
repo_beta,service,Java,2024-06-12,com.ocp.platform.service.Class0204,805,11.14,3.19,3,0,0.0,1.0,2.78,0,2,5,2,6,7,0,66,0,0,,60.62,62.94,2,0.0159,0,0,0.01
repo_beta,utils,Java,2024-10-15,com.ocp.platform.utils.Class0033,61,1.05,1.0,6,1,1.29,1.0,2.21,0,0,0,0,3,3,0,66,0,0,55.92,,26.67,4,0.0588,0,0,0.0086
repo_alpha,api,Java,2025-02-22,com.ocp.platform.api.Class0169,376,5.08,5.33,6,1,0.0,1.0,6.7,0,0,0,7,20,15,0,108,0,0,59.08,46.09,,2,0.1376,0,0,0.0256
repo_gamma,data,Java,2025-07-05,com.ocp.platform.data.Class0081,460,8.19,9.1,2,0,1.93,13.99,5.2,2,1,0,1,13,13,0,41,0,1,77.45,80.84,66.15,0,0.0814,0,0,0.01146
repo_alpha,utils,Java,2025-03-22,com.ocp.utils.Class0080,238,9.26,11.19,1,0,0.51,1.0,2.07,1,0,1,4,32,29,0,145,1,1,67.14,,49.41,1,0.0845,0,0,0.05168
repo_beta,utils,Java,2024-10-18,com.ocp.transport.utils.Class0052,135,4.39,6.31,3,0,0.0,32.8,3.36,0,0,2,3,9,2,0,37,0,1,67.37,57.09,,0,0.1119,0,0,0.04451
repo_alpha,utils,Kotlin,2024-02-23,com.ocp.utils.Class0216,120,5.22,6.44,4,1,0.0,23.97,0.0,1,1,2,5,10,11,0,109,0,0,79.02,50.79,71.45,0,0.0905,0,0,0.00242
repo_beta,core,Java,2025-05-19,com.ocp.platform.core.Class0220,589,6.65,1.0,3,0,0.0,4.12,3.31,2,1,2,5,49,37,1,64,0,0,76.42,56.37,57.32,0,,0,0,0.01332
repo_beta,service,Java,2024-07-19,com.ocp.platform.service.Class0020,300,5.3,3.0,1,0,0.0,10.25,0.75,1,2,0,1,2,6,0,152,0,2,65.49,54.72,19.13,1,0.1126,0,0,0.01866
repo_alpha,utils,Kotlin,2024-05-29,com.ocp.transport.utils.Class0093,451,6.99,9.55,5,1,2.68,15.2,2.75,4,1,3,1,14,7,0,142,0,0,,57.11,,1,0.051,0,0,0.01636
